time,throttle,thrust
0.01,9.415614740266346,0.6138297591443479
0.02,9.400769444840112,0.612861953603522
0.03,9.389080868866705,0.6120999432651196
0.04,9.376067604253256,0.6112515728396397
0.05,9.363854625214433,0.6104553752265645
0.060000000000000005,9.3002644115258,0.6063097547196525
0.07,9.289508418480903,0.6056085420211473
0.08,9.279386168840448,0.6049486447940201
0.09,9.006973356474955,0.587189306119399
0.09999999999999999,8.997991828107526,0.5866037756419306
0.10999999999999999,8.989515994494951,0.5860512127930382
0.11999999999999998,8.98150971635316,0.5855292615536357
0.12999999999999998,8.642232613770831,0.5634108563399352
0.13999999999999999,8.635013118304599,0.5629401976218984
0.15,8.628176306900873,0.5624944871278913
0.16,8.29334296554379,0.5406657829010973
0.17,8.287047210512021,0.5402553453565093
0.18000000000000002,8.281073588093932,0.5398659085208629
0.19000000000000003,8.275400920165431,0.5394960917341409
0.20000000000000004,7.9152853244239685,0.5160191679754854
0.21000000000000005,7.9099487360576095,0.5156712611375426
0.22000000000000006,7.904875987378858,0.5153405547327486
0.23000000000000007,7.6756171472627495,0.5003945419133878
0.24000000000000007,7.670840879976481,0.500083163944045
0.25000000000000006,7.666298741667336,0.49978704948511543
0.26000000000000006,7.48157589362421,0.48774446018525175
0.2700000000000001,7.477268232859288,0.48746363196078124
0.2800000000000001,7.473174799118191,0.4871967697837823
0.2900000000000001,7.469288079455073,0.4869433838647015
0.3000000000000001,7.338384542816748,0.47840942314281515
0.3100000000000001,7.334679258424142,0.47816786548683465
0.3200000000000001,7.331175219536556,0.4779394275774966
0.3300000000000001,7.234105269279484,0.4716111711831863
0.34000000000000014,7.230764193249946,0.471393357269696
0.35000000000000014,7.227631260155447,0.47118911276523606
0.36000000000000015,7.153940502290648,0.4663850100699685
0.37000000000000016,7.150965464575202,0.4661910591984967
0.38000000000000017,7.1482271840685065,0.4660125431790693
0.3900000000000002,7.1457635722437995,0.46585193356464677
0.4000000000000002,7.085208292109776,0.4619041687033017
0.4100000000000002,7.082890361437822,0.4617530564429419
0.4200000000000002,7.081020079572959,0.4616311276365591
0.4300000000000002,7.058008661539823,0.4601309501570746
0.4400000000000002,7.056459307181818,0.4600299434954133
0.45000000000000023,7.058135715944112,0.46013923318229755
0.46000000000000024,7.05080519400091,0.45966133634359674
0.47000000000000025,7.052714605254926,0.45978581610222025
0.48000000000000026,7.054989446637777,0.45993411925359656
0.49000000000000027,7.070021744384775,0.46091411598880333
0.5000000000000002,7.072375117256326,0.4610675388233999
0.5100000000000002,7.074944013263207,0.4612350122025333
0.5200000000000002,7.108350654869964,0.4634128828288242
0.5300000000000002,7.110924879522206,0.4635807035969692
0.5400000000000003,7.113665169588224,0.4637593506250826
0.5500000000000003,7.116543851109253,0.46394701977186176
0.5600000000000003,7.147049055879508,0.4659357377699226
0.5700000000000003,7.149826993328913,0.46611683913425456
0.5800000000000003,7.152735742821194,0.46630646849457896
0.5900000000000003,7.208707544580125,0.46995542382466804
0.6000000000000003,7.211449432342411,0.4701341750109848
0.6100000000000003,7.214324753433393,0.47032162508210895
0.6200000000000003,7.2724186086897005,0.4741089229021063
0.6300000000000003,7.2752302296873195,0.47429222018936606
0.6400000000000003,7.278163758401332,0.47448346497514354
0.6500000000000004,7.281204233511113,0.47468168188989684
0.6600000000000004,7.317313738128655,0.4770357595718794
0.6700000000000004,7.320292138721263,0.4772299296785404
0.6800000000000004,7.3233711483459745,0.4774306587640516
0.6900000000000004,7.376095476335141,0.48086790236878757
0.7000000000000004,7.3791190578472845,0.48106501794355877
0.7100000000000004,7.382237262363568,0.48126830225159317
0.7200000000000004,7.385440945629359,0.4814771591538414
0.7300000000000004,7.431566752477382,0.4844842270606003
0.7400000000000004,7.434712624675034,0.4846893151006966
0.7500000000000004,7.437940462809539,0.48489974672511166
0.7600000000000005,7.455912317943381,0.48607138127181904
0.7700000000000005,7.459088599079497,0.4862784517540488
0.7800000000000005,7.462343598495156,0.48649065409690645
0.7900000000000005,7.485098081733956,0.4879740812921797
0.8000000000000005,7.488253949750975,0.4881798209871667
0.8100000000000005,7.491489706482988,0.48839076884668003
0.8200000000000005,7.507269663242673,0.4894195075243239
0.8300000000000005,7.510460973544401,0.4896275577990964
0.8400000000000005,7.513728819985472,0.4898405976747898
0.8500000000000005,7.517066981409749,0.49005822157716616
0.8600000000000005,7.513481929178765,0.4898245021856904
0.8700000000000006,7.516769399441649,0.490038821392171
0.8800000000000006,7.520125381752854,0.4902576070870625
0.8900000000000006,7.519622314483395,0.49022481075146845
0.9000000000000006,7.522926430754707,0.4904402151569111
0.9100000000000006,7.526297469159714,0.49065998239986797
0.9200000000000006,7.529730397889674,0.4908837844429209
0.9300000000000006,7.521612404328381,0.4903545501688003
0.9400000000000006,7.524965958043943,0.49057317753687835
0.9500000000000006,7.528382269084478,0.4907958962271627
0.9600000000000006,7.50328257798295,0.4891595784966209
0.9700000000000006,7.506498390563036,0.489369226142148
0.9800000000000006,7.509787196449146,0.4895836324215713
0.9900000000000007,7.491090081946748,0.4883647162266871
1.0000000000000007,7.494259041554955,0.4885713093984239
1.0100000000000007,7.497504600985033,0.4887828963227204
1.0200000000000007,7.476464494711085,0.48741123406563197
1.0300000000000007,7.479597798828437,0.48761550275808974
1.0400000000000007,7.4828104894433345,0.4878249468741403
1.0500000000000007,7.486095714544207,0.48803911971234903
1.0600000000000007,7.467304905833566,0.4868140953349547
1.0700000000000007,7.470479726270979,0.4870210705902282
1.0800000000000007,7.473729773862903,0.48723295011010986
1.0900000000000007,7.477048742485431,0.48744932278107966
1.1000000000000008,7.457742081662673,0.4861906685891198
1.1100000000000008,7.4609516276363435,0.4863999076973807
1.1200000000000008,7.464232765947733,0.48661381410656984
1.1300000000000008,7.443866258059959,0.48528606557647125
1.1400000000000008,7.447043615431522,0.4854932062214427
1.1500000000000008,7.4502946240603505,0.48570514839395706
1.1600000000000008,7.4355934886812,0.4847467410421417
1.1700000000000008,7.438744481293874,0.48495216289614257
1.1800000000000008,7.441970678602052,0.4851624875505873
1.1900000000000008,7.4452656131950015,0.4853772933772251
1.2000000000000008,7.425958546635549,0.48411861273417695
1.2100000000000009,7.429093379678392,0.4843229811014824
1.2200000000000009,7.414218343679353,0.4833532366911143
1.2300000000000009,7.417265190943603,0.4835518690241011
1.2400000000000009,7.420395072677756,0.4837559146020079
1.2500000000000009,7.423600202968374,0.48396486583977494
1.260000000000001,7.412773600829668,0.4832590499407097
1.270000000000001,7.415885727726202,0.48346193803203696
1.280000000000001,7.419073744900984,0.4836697736188283
1.290000000000001,7.4076679890780515,0.48292620110202716
1.300000000000001,7.410765092009173,0.48312810973982706
1.310000000000001,7.413938468859308,0.48333499088368503
1.320000000000001,7.401476873478638,0.4825225852891402
1.330000000000001,7.404536811536883,0.4827220710469056
1.340000000000001,7.407675380262878,0.48292668295364566
1.350000000000001,7.410885304517814,0.4831359467231001
1.360000000000001,7.40004383166469,0.48242916136136016
1.370000000000001,7.40307263670984,0.4826266174725803
1.380000000000001,7.406181466934276,0.48282929064480823
1.390000000000001,7.409362745548132,0.4830366869263238
1.400000000000001,7.39422676794765,0.48204993101699534
1.410000000000001,7.397153884131884,0.482240757752362
1.420000000000001,7.3867362163068195,0.48156160140322235
1.430000000000001,7.3895054547586065,0.4817421356560316
1.440000000000001,7.392380685150191,0.48192957981421314
1.450000000000001,7.395349111637928,0.48212309968161093
1.460000000000001,7.388628469155493,0.48168496255832294
1.470000000000001,7.391445817284493,0.4818686332129913
1.480000000000001,7.394361808226551,0.4820587346632956
1.490000000000001,7.397365161940962,0.4822545315324323
1.500000000000001,7.391311589254166,0.48185988251940426
1.5100000000000011,7.394186973276627,0.4820473366932041
1.5200000000000011,7.3971529939026,0.48224069971587247
1.5300000000000011,7.392877955532706,0.4819619982348419
1.5400000000000011,7.395704927069699,0.4821462962658817
1.5500000000000012,7.398626708949936,0.48233677524333485
1.5600000000000012,7.395205844460168,0.48211375970120146
1.5700000000000012,7.397993577395296,0.48229549966012414
1.5800000000000012,7.400879452901047,0.4824836378025059
1.5900000000000012,7.403852058190652,0.4826774300974631
1.6000000000000012,7.400224337374542,0.48244092902385055
1.6100000000000012,7.402987641036388,0.4826210763714198
1.6200000000000012,7.40585026490613,0.48280769867585316
1.6300000000000012,7.403125755202601,0.482630080412868
1.6400000000000012,7.405864754057094,0.4828086432633593
1.6500000000000012,7.408704781744733,0.4829937924606827
