time,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,ref_phi,ref_theta,ref_psi
10.659999999999817,6.175332808121025,6.237513117358174,5.721253935207452,-0.926786316567418,0.8486482354884709,0.2545944706465413,0.09691479133395732,-0.14453530924023675,0.0
10.669999999999817,6.164135011383469,6.247612658169108,5.724283797450732,-0.9394777738539222,0.8345766691016324,0.25037300073048974,0.09839961494734388,-0.15260329542640266,0.0
10.679999999999817,6.156585755752957,6.254251380736104,5.726275414220831,-0.9478202386722003,0.8250899946900765,0.2475269984070229,0.10070334212461814,-0.13189623501291095,0.0
10.689999999999817,6.145137692975103,6.264066330303045,5.729219899090913,-0.960154068054143,0.8107039347217806,0.24321118041653417,0.10235849377173678,-0.14016420983666072,0.0
10.699999999999816,6.137423989748691,6.270513242775788,5.731153972832736,-0.9682554971992257,0.8010106093665535,0.24030318280996604,0.10353268672725732,-0.14554737270855106,0.0
10.709999999999816,6.125732891772358,6.280037401766225,5.734011220529867,-0.9802239083656161,0.7863191423606151,0.23589574270818453,0.10530459199766164,-0.15332885071816488,0.0
10.719999999999816,6.117859613090334,6.286288432136619,5.735886529640986,-0.9880791848012155,0.7764252885737705,0.23292758657213114,0.1068759124825337,-0.12568234190628466,0.0
10.729999999999816,6.105932864263588,6.295515784887594,5.7386547354662785,-0.9996746182470331,0.7614376939756435,0.22843130819269306,0.10896209110567329,-0.13390810964604505,0.0
10.739999999999815,6.097904983057519,6.301566984870877,5.740470095461263,-1.0072787804121868,0.7513495609272922,0.22540486827818765,0.11035212536973621,-0.1391867709393435,0.0
10.749999999999815,6.085750116570544,6.310491703188623,5.743147510956587,-1.0184939122131418,0.7360753052229548,0.2208225915668864,0.11184609656183339,-0.12017516607543907,0.0
10.759999999999815,6.077572703422269,6.316339250717183,5.744901775215155,-1.0258421571560397,0.7257992647941582,0.21773977943824743,0.11338883461735168,-0.12563075668675444,0.0
10.769999999999815,6.06519739654926,6.324955697558323,5.747486709267497,-1.036669903594508,0.7102479955308925,0.21307439865926772,0.1157466745119178,-0.1334564394301231,0.0
10.779999999999815,6.056875616488189,6.330595899195812,5.7491787697587435,-1.0437575900061484,0.6997905382890326,0.20993716148670977,0.11732319050675123,-0.13853256781610718,0.0
10.789999999999814,6.044287685738214,6.338898632227839,5.751669589668352,-1.054191112045402,0.6839720779818254,0.20519162339454758,0.11866105089355668,-0.12036200778395684,0.0
10.799999999999814,6.035826794978996,6.344327925502015,5.753298377650605,-1.061013763191137,0.6733398090810311,0.20200194272430932,0.12036997224247124,-0.12553140819687075,0.0
10.809999999999814,6.023034191158919,6.352311700540791,5.755693510162238,-1.0710464707950293,0.6572641490084559,0.19717924470253673,0.1230467266945742,-0.13308354565440686,0.0
10.819999999999814,6.014439533781507,6.357526656193652,5.757257996858096,-1.0775997773421588,0.6464637840176563,0.19393913520529685,0.12289207344813138,-0.11231000202911254,0.0
10.829999999999814,6.001450336974085,6.365186430515745,5.759555929154724,-1.0872253336375364,0.6301410779111652,0.18904232337334956,0.12572835813496847,-0.11995777651169064,0.0
10.839999999999813,5.992727341548292,6.370183754669526,5.761055126400858,-1.0935051563771854,0.6191794385723771,0.18575383157171313,0.12767106392842967,-0.12492849434016767,0.0
10.849999999999813,5.979549756008637,6.377514690197296,5.763254407059189,-1.1027174816563798,0.602619996203004,0.1807859988609012,0.12785788608294277,-0.10641483027736903,0.0
10.859999999999813,5.970703932165335,6.382291226434952,5.7646873679304855,-1.10871985411791,0.591504006122577,0.17745120183677313,0.12988590292910468,-0.11147356525539615,0.0
10.869999999999813,5.957346281138909,6.389288692792396,5.7667866078377195,-1.1175131296788257,0.5747182867890435,0.17241548603671303,0.13310299524195304,-0.11883110270299713,0.0
10.879999999999812,5.948383216090033,6.3938414241512636,5.768152427245379,-1.1232342606351393,0.5634549670645641,0.16903649011936922,0.1316080231066238,-0.0984666527246937,0.0
10.889999999999812,5.93485393655553,6.4005010015886485,5.770150300476595,-1.1316029324564594,0.5464535729869822,0.16393607189609463,0.1350116565938702,-0.10588547046159,0.0
10.899999999999812,5.925779291565073,6.40482705246602,5.771448115739806,-1.1370392083186214,0.5350500377725993,0.16051501133177978,0.1373213937376993,-0.11072498997702111,0.0
10.909999999999812,5.912086928905421,6.4111445346515,5.77334336039545,-1.1449779905678572,0.5178437073958602,0.15535311221875805,0.14090461212708197,-0.11785433276607217,0.0
10.919999999999812,5.902906435713664,6.415241172620917,5.774572351786275,-1.1501259776675121,0.506307159408838,0.15189214782265137,0.13543723372148095,-0.09190827099875086,0.0
10.929999999999811,5.889059638318593,6.42121256929734,5.776363770789202,-1.1576298560396399,0.48890676061999766,0.14667202818599928,0.13916477111865974,-0.0992244752271554,0.0
10.939999999999811,5.879779095521802,6.425077206834458,5.777523162050337,-1.162486302797799,0.47724448659130797,0.1431733459773924,0.14171968227432472,-0.10394607570527367,0.0
10.949999999999811,5.865786609325334,6.430698746339693,5.779209623901908,-1.1695505376824036,0.4596610098551954,0.1378983029565586,0.1384565183740208,-0.08662597057952873,0.0
10.95999999999981,5.85641187871325,6.434328942456612,5.7802986827369836,-1.1741123766632056,0.4478803759270729,0.13436411277812188,0.14110140027236362,-0.09159416293443254,0.0
10.96999999999981,5.842282541669572,6.43959707410582,5.781879122231746,-1.1807325061381233,0.4301249273444683,0.12903747820334047,0.14529670903096298,-0.0985728582460419,0.0
10.97999999999981,5.832819544522987,6.442990535892864,5.78289716076786,-1.1849968559862898,0.4182333744178072,0.12547001232534216,0.14809017931332236,-0.10313480297509212,0.0
10.98999999999981,5.818562281024212,6.447901932221182,5.784370579666355,-1.1911686986358545,0.4003171687105886,0.12009515061317658,0.1443337169343235,-0.08606693137935129,0.0
10.99999999999981,5.809016994374948,6.451056516295154,5.785316954888546,-1.195132865896622,0.38832220774509396,0.11649666232352818,0.14732037371976645,-0.09075769208050762,0.0
11.00999999999981,5.794640809614287,6.455608075159391,5.786682422547817,-1.200852523452731,0.37025656117279754,0.11107696835183925,0.15192204292379366,-0.09751475145989771,0.0
11.01999999999981,5.7850192624699766,6.458521789017376,5.787556536705213,-1.2045140042730933,0.3581657684429036,0.10744973053287107,0.14552663240213518,-0.07785067023730165,0.0
11.02999999999981,5.770533236753854,6.462710635555401,5.7888131906666205,-1.2097778640774428,0.33996209165511065,0.10198862749653319,0.15019662082114765,-0.08462566277807858,0.0
11.039999999999809,5.760841506289899,6.465381638833273,5.789614491649982,-1.2131343457876345,0.3277831039646567,0.09833493118939701,0.15342362245986715,-0.08902131452285414,0.0
11.049999999999809,5.7462547893026406,6.469205127279831,5.790761538183949,-1.2179390830735501,0.30945289479379084,0.09283586843813725,0.14808235702041386,-0.07187453421155633,0.0
11.059999999999809,5.736498997023725,6.471631732914674,5.7914895198744025,-1.220988445647784,0.297193404652435,0.0891580213957305,0.15135801254223008,-0.07622799179746728,0.0
11.069999999999808,5.721820802048427,6.475087448272509,5.792526234481753,-1.2253310256402123,0.2787482408514938,0.08362447225544814,0.15640340003449898,-0.08257174131835897,0.0
11.079999999999808,5.712007109922054,6.4772681235681935,5.793180437070458,-1.2280713430357275,0.26641599161597185,0.07992479748479156,0.15978837109272964,-0.08674848912465602,0.0
11.089999999999808,5.697246708021263,6.48035388313342,5.794106164940026,-1.2319490228680712,0.24786752354574804,0.07436025706372441,0.15461355748147806,-0.07015418139816626,0.0
11.099999999999808,5.687381314585726,6.482287250728689,5.794686175218606,-1.2343785642416651,0.23547030452900572,0.07064109135870171,0.15811969543579713,-0.07426432242223649,0.0
11.109999999999808,5.672548028745647,6.4850011054694265,5.795500331640828,-1.2377888946882298,0.21683024779948917,0.06504907433984675,0.16344690959241073,-0.08029511537161543,0.0
11.119999999999807,5.662637165194885,6.486685944207868,5.796005783262361,-1.2399061254894985,0.20437588935076767,0.0613127668052303,0.15251153368793252,-0.05630566115650685,0.0
11.129999999999807,5.647740364436785,6.489026179995295,5.796707853998589,-1.2428469525124783,0.18565601742131288,0.05569680522639386,0.15798100983292604,-0.062188146622436456,0.0
11.139999999999807,5.637790290684637,6.490461425696651,5.797138427708996,-1.244650535453069,0.17315238598034324,0.051945715794102974,0.16165710049160478,-0.06605864915953436,0.0
11.149999999999807,5.6228393841471656,6.492426564387686,5.7977279693163055,-1.2471200015630843,0.1543645227232914,0.04630935681698742,0.15410266796281966,-0.05005366834190148,0.0
11.159999999999807,5.612856384873482,6.493611310520008,5.798083393156002,-1.248608797461354,0.1418195158516937,0.04254585475550811,0.15786776667978047,-0.05379895390291591,0.0
11.169999999999806,5.597860815869651,6.495200110890933,5.79856003326728,-1.2506053428906816,0.12297552808415912,0.036892658425247735,0.16361540659102894,-0.0593276136764618,0.0
11.179999999999806,5.587851196550743,6.496133609143173,5.798840082742951,-1.2517784113912307,0.11039706947715561,0.03311912084314668,0.16747565289004557,-0.06297212610428163,0.0
11.189999999999806,5.5728204366033465,6.497345067673621,5.799203520302086,-1.2533007750789842,0.09150885946570966,0.0274526578397129,0.160289512846925,-0.04764335281237251,0.0
11.199999999999806,5.562790519529315,6.498026728428272,5.7994080185284815,-1.2541573752466053,0.07890489394735341,0.02367146818420602,0.16424233751067116,-0.05116490000998204,0.0
11.209999999999805,5.547734062388492,6.498860079935069,5.799658023980521,-1.25520459563525,0.05998439189027341,0.01799531756708202,0.1702769890289268,-0.05635101080020336,0.0
11.219999999999805,5.537690182669935,6.499289472640589,5.7997868417921765,-1.2557441864229175,0.047362880395329446,0.014208864118598834,0.1599893811857067,-0.03955084476499716,0.0
11.229999999999805,5.522617538316732,6.499744190761062,5.799923257228318,-1.2563156020656103,0.028422036887252037,0.00852661106617561,0.16613795142078086,-0.044507600129762265,0.0
11.239999999999805,5.512566039883352,6.499921044203816,5.799976313261145,-1.2565378426562175,0.01579095143290247,0.00473728542987074,0.17025928272607235,-0.04777843621146716,0.0
11.249999999999805,5.497486728522996,6.4999968417282545,5.799999052518476,-1.2566330926345912,-0.003158270083452675,-0.0009474810250358023,0.16137398204544057,-0.033274052697998754,0.0
11.259999999999804,5.487433960116649,6.499921044203816,5.799976313261145,-1.2565378426562175,-0.015790951432901084,-0.004737285429870324,0.16555197751146422,-0.036433810171570026,0.0
11.269999999999804,5.4723575061653955,6.499617873256878,5.799885361977063,-1.2561568668083443,-0.034736582223077975,-0.010420974666923393,0.1719269000847948,-0.04101788646703386,0.0
11.279999999999804,5.462309817330067,6.499289472640589,5.7997868417921765,-1.2557441864229175,-0.047362880395328065,-0.014208864118598417,0.17619778102197112,-0.04402958372922712,0.0
11.289999999999804,5.447245743399375,6.498607524711543,5.799582257413463,-1.2548872253813088,-0.0662929539928459,-0.01988788619785377,0.16772882546046122,-0.030059552793463378,0.0
11.299999999999804,5.437209480470686,6.498026728428272,5.7994080185284815,-1.2541573752466053,-0.07890489394735203,-0.023671468184205607,0.17206635839682663,-0.03292071117738466,0.0
11.309999999999803,5.422167301352525,6.496966434250046,5.799089930275014,-1.2528249702862224,-0.09780745371199076,-0.029342236113597226,0.17866361885583815,-0.037106409700993416,0.0
11.319999999999803,5.4121488034492575,6.496133609143173,5.798840082742951,-1.251778411391231,-0.11039706947715423,-0.03311912084314626,0.16097318860795523,-0.017460459054164056,0.0
11.329999999999803,5.3971380201063575,6.494695638420296,5.798408691526089,-1.2499714040876042,-0.12926017614702706,-0.03877805284410812,0.16771979791516992,-0.021495986925530307,0.0
11.339999999999803,5.387143615126519,6.493611310520008,5.798083393156002,-1.2486087974613542,-0.14181951585169233,-0.04254585475550769,0.1722495003140724,-0.024089943247552394,0.0
11.349999999999802,5.372173708691377,6.49179657150561,5.797538971451683,-1.2463283291590277,-0.16063125508431939,-0.04818937652529581,0.1607255105055456,-0.010745763347921268,0.0
11.359999999999802,5.362209709315364,6.490461425696651,5.797138427708996,-1.2446505354530693,-0.17315238598034186,-0.05194571579410255,0.16536255757181986,-0.013330211509165338,0.0
11.369999999999802,5.347290135101737,6.488271064618789,5.796481319385637,-1.2418980465447003,-0.19190087587802876,-0.057570262763408625,0.17239849997387297,-0.0168872530725643,0.0
11.379999999999802,5.337362834805116,6.486685944207868,5.796005783262361,-1.2399061254894987,-0.2043758893507663,-0.06131276680522989,0.1771321851338758,-0.019204948124733508,0.0
11.389999999999802,5.322503016335861,6.484121344545546,5.795236403363663,-1.236683354506078,-0.22304928796544313,-0.06691478638963293,0.16596940808487842,-0.006680799587290963,0.0
11.399999999999801,5.312618685414275,6.482287250728689,5.794686175218606,-1.2343785642416654,-0.23547030452900436,-0.07064109135870131,0.17078034462614658,-0.008893036356437171,0.0
11.409999999999801,5.297828008469226,6.47935003233802,5.793805009701406,-1.23068754675442,-0.25405681734187824,-0.07621704520256348,0.1780625338349594,-0.012013746019362073,0.0
11.419999999999801,5.2879928900779465,6.4772681235681935,5.7931804370704585,-1.228071343035728,-0.2664159916159705,-0.07992479748479114,0.1632399001833838,0.0006233350678786428,0.0
11.4299999999998,5.273280696765679,6.473960141659269,5.792188042497781,-1.2239144103704136,-0.2849038789871767,-0.085471163696153,0.1705966261319419,-0.00233645799327161,0.0
11.4399999999998,5.263501002976277,6.471631732914674,5.7914895198744025,-1.2209884456477842,-0.29719340465243366,-0.08915802139573009,0.17554393046359962,-0.0042003131574482955,0.0
11.4499999999998,5.24887658583342,6.467955076879769,5.790386523063931,-1.2163682234121709,-0.3155709892360458,-0.09467129677081375,0.1625261037736509,0.006881324462084678,0.0
11.4599999999998,5.239158493710103,6.465381638833273,5.789614491649982,-1.213134345787635,-0.3277831039646554,-0.09833493118939661,0.16750597068073977,0.005135663207039472,0.0
11.4699999999998,5.224631089831976,6.461338630927144,5.788401589278143,-1.2080537522131136,-0.3460387780843564,-0.10381163342530692,0.17503580513542086,0.0027170975718144997,0.0
11.4799999999998,5.214980737530024,6.458521789017376,5.787556536705213,-1.2045140042730937,-0.35816576844290227,-0.10744973053287069,0.1800991072616113,0.0011673355317356289,0.0
11.4899999999998,5.200559522736283,6.454114982890468,5.7862344948671405,-1.1989762483714579,-0.3762880014236435,-0.11288640042709305,0.16713962921499834,0.01182447497022214,0.0
11.4999999999998,5.190983005625055,6.451056516295154,5.785316954888546,-1.1951328658966232,-0.38832220774509263,-0.11649666232352779,0.1721958940986423,0.010434286072439205,0.0
11.509999999999799,5.1766770886640625,6.446288695380672,5.783886608614202,-1.189141445433195,-0.4062995531960959,-0.12188986595882875,0.17989041661725771,0.008485555277657836,0.0
11.519999999999799,5.1671804554770135,6.442990535892864,5.78289716076786,-1.1849968559862902,-0.4182333744178059,-0.12547001232534177,0.15831736962981063,0.021486064466285437,0.0
