time,out1_obs,out2_obs,out3_obs
0.01,0.02683697748791047,0.02401941045244093,0.02055380625836885
0.02,0.05182972878256592,0.04644750596303085,0.039822448890378684
0.03,0.07512218544661615,0.06740252963599828,0.05793328336411123
0.04,0.09685832448619316,0.08701142113846365,0.07494174971652892
0.05,0.11716385035103194,0.10538113865876392,0.09092596066755969
0.060000000000000005,0.13614776583978086,0.12260484765599311,0.10597402543100629
0.07,0.1539220464799128,0.13877757694224296,0.12013540218256141
0.08,0.17058312001581055,0.15398154884173484,0.13347188133801702
0.09,0.186213608610184,0.1682951729877144,0.14606836536654763
0.09999999999999999,0.20090051209561774,0.18178412969454238,0.15794739284702874
0.10999999999999999,0.21471778379245204,0.1945115913907424,0.16915824812973612
0.11999999999999998,0.2277331191499424,0.20653541725304914,0.17974635113331133
0.12999999999999998,0.24000373445846057,0.21793724124321498,0.18986984810859683
0.13999999999999999,0.25159144254144516,0.22873453669888233,0.19944128868592864
0.15,0.26254787160765924,0.23897065969257306,0.20849756165954844
0.16,0.27291769531330534,0.24872907190396543,0.2172318816133017
0.17,0.28274675041176184,0.2579988497638467,0.22550297507370562
0.18000000000000002,0.29207423772611957,0.26681235125457986,0.2333405887063973
0.19000000000000003,0.3009347384440606,0.2752689579259395,0.24098705269023832
0.20000000000000004,0.3093620154588387,0.28332051984367995,0.24823535512867007
0.21000000000000005,0.3173855807730443,0.29099161280592734,0.25510913166847327
0.22000000000000006,0.32503216401176543,0.29830445939604244,0.26162911908655384
0.23000000000000007,0.3323264155178667,0.3053800078408205,0.26807370797282626
0.24000000000000007,0.3392894390787667,0.3121284432878552,0.27418276380349715
0.25000000000000006,0.345940599715705,0.3185655574267334,0.2799712331225107
0.26000000000000006,0.3522985603988803,0.32484238987077746,0.28575323456161816
0.2700000000000001,0.35837666173523,0.3308256736322438,0.2912234739589701
0.2800000000000001,0.36418780054472083,0.33652522053907624,0.2963902252144037
0.2900000000000001,0.3697427217360048,0.3419483064626294,0.3012570861948319
0.3000000000000001,0.3750518505710658,0.34728289883381014,0.3061873536040015
0.3100000000000001,0.3801193937220881,0.35234260914371607,0.310813804121629
0.3200000000000001,0.38494894737928276,0.357126648061999,0.3151280162825877
0.3300000000000001,0.38953189945918687,0.36172779943459105,0.3196623415864737
0.34000000000000014,0.39387397788569817,0.3660371631169982,0.3238771394444598
0.35000000000000014,0.39796676520927704,0.37003269369117525,0.3277469360739703
0.36000000000000015,0.40178281578998787,0.3738791390399912,0.3317872647612033
0.37000000000000016,0.40530430601067774,0.3773361099760046,0.33545884962328715
0.38000000000000017,0.4084791095504598,0.3802749782660618,0.3386829429084144
0.3900000000000002,0.4111955523933672,0.3821513515922415,0.34124312552937397
0.4000000000000002,0.4129135248566866,0.3836913458683768,0.3443004957357385
0.4100000000000002,0.4105622834735392,0.3809876073409924,0.34652734889590886
0.4200000000000002,0.4077045442567859,0.3777439142564763,0.3441406397003713
0.4300000000000002,0.4045021034300353,0.3746010438415784,0.3460965309173709
0.4400000000000002,0.40107275437948614,0.371063873887987,0.3435632658826396
0.45000000000000023,0.3974603326138242,0.36722738160623825,0.3404566363203119
0.46000000000000024,0.3936669944760667,0.363540473859008,0.33788242102350635
0.47000000000000025,0.38974434675727215,0.35957435364958357,0.3347610825278899
0.48000000000000026,0.38570823726431547,0.3553715422043828,0.3312952250989946
0.49000000000000027,0.3815418806542245,0.3513539936416598,0.3281797703030482
0.5000000000000002,0.37728804686540435,0.34709917876626684,0.3247245505735213
0.5100000000000002,0.37295551186492076,0.3426344525602778,0.3210138220607724
0.5200000000000002,0.3685519252020211,0.337979394037141,0.3170961626640595
0.5300000000000002,0.3640402242194173,0.333644341829264,0.3135519898757156
0.5400000000000003,0.3594733276984868,0.32909843123226523,0.3097783808794819
0.5500000000000003,0.35485664559736046,0.32436067149197756,0.30581542993199357
0.5600000000000003,0.3501516957445184,0.31987036447348627,0.30206699691960825
0.5700000000000003,0.34540916560057583,0.31517669941144627,0.29813087390770515
0.5800000000000003,0.3406333053802237,0.31029635792811394,0.29403467207280737
0.5900000000000003,0.3358280765844868,0.30524240384048285,0.28979905828156666
0.6000000000000003,0.3309453892062926,0.30045682686670916,0.2857455934901759
0.6100000000000003,0.32604346163236403,0.2954851166770978,0.2815526593632581
0.6200000000000003,0.32112550200284945,0.2903398184650662,0.27723665661337993
0.6300000000000003,0.31613272925652425,0.28548292201519987,0.27308162484299614
0.6400000000000003,0.3111331797062787,0.28043912818440836,0.26880392472599185
0.6500000000000004,0.3061296102386638,0.2752210076342181,0.26441665373566237
0.6600000000000004,0.30105173761280624,0.2703079049536063,0.2601715320356718
0.6700000000000004,0.2959787840861492,0.2652071671961058,0.2558171059083102
0.6800000000000004,0.2909131320268789,0.25993159864201226,0.2513639544799269
0.6900000000000004,0.28577193434379033,0.2549747330622601,0.24703715053274494
0.7000000000000004,0.2806468345678243,0.24983009923932079,0.24261148529660717
0.7100000000000004,0.2755397467270099,0.2445105773374042,0.23809606578905
0.7200000000000004,0.27045253484096,0.23902699242669892,0.2334985955438031
0.7300000000000004,0.2652270128655503,0.23390784810575366,0.22915894169280016
0.7400000000000004,0.2600328327307144,0.2286097127438252,0.22472512448582227
0.7500000000000004,0.2548714183937588,0.22314448561519468,0.22020504561909232
0.7600000000000005,0.2495983162421357,0.21794855452425307,0.21585900451830994
0.7700000000000005,0.2443677872433064,0.21257857511291825,0.21142042463500293
0.7800000000000005,0.23918087369810456,0.20704644099945335,0.20689663672458009
0.7900000000000005,0.23403858668736716,0.2013626016869205,0.20229406309915435
0.8000000000000005,0.22877868991490283,0.19596179360289234,0.1978587501948024
0.8100000000000005,0.22357310902072539,0.1904028120465991,0.19333800836348516
0.8200000000000005,0.2184224258834557,0.18469618494832155,0.18873815806906907
0.8300000000000005,0.21314725692860312,0.17927506997308992,0.18430469981789904
0.8400000000000005,0.20793651344452138,0.1737004088588632,0.17978530104410376
0.8500000000000005,0.2027903297983118,0.16798295168812277,0.17518620336816612
0.8600000000000005,0.1975125114094767,0.1625492293923484,0.17075745833454403
0.8700000000000006,0.1923085295088235,0.15696784895589372,0.16624163394660949
0.8800000000000006,0.18717804765239882,0.15124969525932713,0.16164503521672977
0.8900000000000006,0.18212081089545162,0.14540470820254348,0.156973242622439
0.9000000000000006,0.1769228280760379,0.1398457306638112,0.15247892882627848
0.9100000000000006,0.17180702675672008,0.13415559679966782,0.147901420244309
0.9200000000000006,0.16677279361952232,0.1283441743808517,0.14324667293409546
0.9300000000000006,0.16153314246052528,0.12290426767726681,0.13884802518818862
0.9400000000000006,0.15638618642960553,0.11733377019245557,0.13435826164733447
0.9500000000000006,0.15133077027563738,0.11164306905897642,0.1297844158450921
0.9600000000000006,0.14612302466137106,0.1062076538834549,0.12541115100609332
