time,out1_obs,out2_obs,out3_obs
0.01,0.2075740995311933,0.15360559493589404,0.13100764983426894
0.02,0.39483779343420244,0.292675076752254,0.24984905507080873
0.03,0.5637471576086255,0.4185650979544527,0.35743464412160786
0.04,0.716081990821189,0.5325387350245852,0.45502914862786364
0.05,0.853440832560859,0.6357205672374968,0.5435492432438758
0.060000000000000005,0.9772582548841791,0.7291174623341752,0.6236872326653331
0.07,1.0888477908617757,0.8136626606499716,0.6963508962177065
0.08,1.189387598215314,0.8901903843797295,0.7622243760226564
0.09,1.2799328356746642,0.9594576687242776,0.821927674708139
0.09999999999999999,1.3614577944987827,1.0221479258938313,0.8760279572924611
0.10999999999999999,1.4348339610835406,1.0788812045143095,0.9250399496816492
0.11999999999999998,1.500850002091114,1.1302197770148263,0.9694320040461893
0.12999999999999998,1.5602018985188062,1.1767076219809813,1.009911464996991
0.13999999999999999,1.6135559165749744,1.218769945569168,1.0465559861880642
0.15,1.6614976792491418,1.2568249968146359,1.0797226934479498
0.16,1.704534479124901,1.2913149085768785,1.1101453585419794
0.17,1.7431724095393126,1.3225157261511522,1.137669162050493
0.18000000000000002,1.7778468007672845,1.350740115064992,1.1625683417393045
0.19000000000000003,1.8089193868290647,1.3763716931292425,1.1855919874455965
0.20000000000000004,1.8367835385774691,1.3995585567801951,1.2064152606010419
0.21000000000000005,1.8617630471183453,1.4205340667522472,1.2252501793943995
0.22000000000000006,1.884151019711219,1.439510326249008,1.2422893389262553
0.23000000000000007,1.9041726623592925,1.456810139840807,1.258208144178726
0.24000000000000007,1.922112211645788,1.4724645264860787,1.2726112554165832
0.25000000000000006,1.9381862961002159,1.4866324070896608,1.2856477377842692
0.26000000000000006,1.9525423303059561,1.4996158349246729,1.2979424497064256
0.2700000000000001,1.965409463753472,1.5113702014762025,1.3090745154691503
0.2800000000000001,1.9769451329999124,1.5220141686741562,1.3191583716121065
0.2900000000000001,1.987235284858888,1.531835519573599,1.3287590659483108
0.3000000000000001,1.996465196366472,1.54072894720601,1.337456726712459
0.3100000000000001,2.0047436506506773,1.548779330671476,1.3453361074503856
0.3200000000000001,2.012163822049107,1.556059681786716,1.3524695684197552
0.3300000000000001,2.0187265072838825,1.5628807528441648,1.3594479320105786
0.34000000000000014,2.0245686025200325,1.5690196749616172,1.3657470577179778
0.35000000000000014,2.0297158009020966,1.5745076599004826,1.3714062205613473
0.36000000000000015,2.0340743974824282,1.5795395377072718,1.3768086660483752
0.37000000000000016,2.037503277162211,1.5838853109794782,1.38157925289107
0.38000000000000017,2.035031073386865,1.5873621141424077,1.3856560561671272
0.3900000000000002,2.0311483903028282,1.5896351646712337,1.3893621694081004
0.4000000000000002,2.0266071088404845,1.5862276524108452,1.3915404555789022
0.4100000000000002,2.02154206626637,1.5820277919724919,1.3881795288398577
0.4200000000000002,2.016015579071903,1.5772591013663624,1.3840615903838278
0.4300000000000002,2.0099896884238624,1.5722342726273097,1.379785133307646
0.4400000000000002,2.0035671308071272,1.5667473527496245,1.3750040497818012
0.45000000000000023,1.9967666602533418,1.5608304499969925,1.3697910548434522
0.46000000000000024,1.9895029942867448,1.5547734408521912,1.3645187577059124
0.47000000000000025,1.9818958982460135,1.5483093764437617,1.3588612735075203
0.48000000000000026,1.9739594802853921,1.5414513910373207,1.3528450641370406
0.49000000000000027,1.9655729179419423,1.5345376002646902,1.34682153911064
0.5000000000000002,1.956889345238947,1.5272386459895029,1.340461080092343
0.5100000000000002,1.9479226657572002,1.5195636751415014,1.3337805155059603
0.5200000000000002,1.9386867453222685,1.5115212071774073,1.3267947779506695
0.5300000000000002,1.9289725662986659,1.5036236912366743,1.3199444733679062
0.5400000000000003,1.9190255805434777,1.495359014886429,1.3127995369733954
0.5500000000000003,1.908859592675222,1.4867355963506117,1.3053734897046239
0.5600000000000003,1.898265491300766,1.4782329595429107,1.2980233857947039
0.5700000000000003,1.887489070046893,1.4693731861329453,1.2904047900113513
0.5800000000000003,1.8765434315918619,1.4601649852303802,1.28253054282286
0.5900000000000003,1.865441367784367,1.4506172027425333,1.2744132464586722
0.6000000000000003,1.8539281560146141,1.4412798205730368,1.2664138566128196
0.6100000000000003,1.8422957436308451,1.4316021460831974,1.2581822129618525
0.6200000000000003,1.8305558081938067,1.4215936001729426,1.2497306096789047
0.6300000000000003,1.8183252715275018,1.4120117530297611,1.2414956608836196
0.6400000000000003,1.8060291071879604,1.4020916153620957,1.2330474170768562
0.6500000000000004,1.7936773618908797,1.391843224157241,1.2243979424326146
0.6600000000000004,1.78091479804216,1.3819262466284843,1.2158858738077232
0.6700000000000004,1.768134586631351,1.37167785998072,1.2071823549438176
0.6800000000000004,1.755344892077585,1.3611085654027186,1.1982991040428599
0.6900000000000004,1.7422504912765624,1.3507475746392423,1.1894849263802354
0.7000000000000004,1.7291781852593826,1.3400675207883808,1.1805033907360332
0.7100000000000004,1.716134551272062,1.3290795701130602,1.1713655565744174
0.7200000000000004,1.7031258142793342,1.3177949315880662,1.1620821932372474
0.7300000000000004,1.6895980690106387,1.3071453217192537,1.1530420776543757
0.7400000000000004,1.6761481407388297,1.2961855056269487,1.1438598922518501
0.7500000000000004,1.6627800886286328,1.2849274479480814,1.1345457737818059
0.7600000000000005,1.6490285907730748,1.2741273547689995,1.1253533478004298
0.7700000000000005,1.6353934097289744,1.2630237124819934,1.1160370778754425
0.7800000000000005,1.621876574197781,1.2516288024527336,1.1066064466186418
0.7900000000000005,1.6080473687368917,1.2406689320937907,1.0971962862561968
0.8000000000000005,1.5943655600666704,1.2294138144938556,1.0876838349810058
