time,out1_obs,out2_obs,out3_obs
0.01,0.023712733683447198,0.022593096075513408,0.03153936452215676
0.02,0.045861478815181565,0.04372160094479151,0.060805964461894235
0.03,0.0665719572908993,0.06348421149993137,0.08797540047629454
0.04,0.0859582948223733,0.08200731548106999,0.11322109682153252
0.05,0.10412558766479416,0.09938873741826738,0.13669029809382427
0.060000000000000005,0.12117012318573492,0.11571811545799081,0.15851868510663086
0.07,0.1371788816801164,0.1310629321009341,0.1788060957327059
0.08,0.15223404522615905,0.1455143682328387,0.19769524596262827
0.09,0.16640966525730175,0.15914127450348323,0.21529221363188816
0.09999999999999999,0.1797724784899485,0.1720052606399069,0.23170211240114752
0.10999999999999999,0.19238582728234643,0.18416571208038052,0.24700702517661938
0.11999999999999998,0.2043065698563763,0.19567535062296945,0.26129047763571067
0.12999999999999998,0.21558680737984254,0.2065965326788073,0.27470770397539807
0.13999999999999999,0.22627413480828065,0.21695823588420982,0.2872440603477844
0.15,0.23641212928649627,0.22680098651667346,0.2989651817566027
0.16,0.24604044437212497,0.2361609440392379,0.309932220115459
0.17,0.2551966499427783,0.2451029075531896,0.3203534952573017
0.18000000000000002,0.26391233240069584,0.25362290303983115,0.33011457784551623
0.19000000000000003,0.2722174480707185,0.26174745037624514,0.3392643907199491
0.20000000000000004,0.28014240522529,0.26955423366339093,0.34805584782937193
0.21000000000000005,0.2877085035495696,0.2770078172447521,0.3563031914310989
0.22000000000000006,0.2949380750108965,0.2841279701144201,0.3640447629876383
0.23000000000000007,0.30185121020989125,0.2909324244092923,0.3713146126958238
0.24000000000000007,0.30847118072748286,0.2975162068222656,0.3783794723723896
0.25000000000000006,0.3148082897447333,0.30380915767227956,0.38501189470539027
0.26000000000000006,0.32087657222132615,0.30982318761543776,0.39123612429775423
0.2700000000000001,0.3267029243463682,0.3156254495601677,0.397404463579583
0.2800000000000001,0.3322820316368365,0.3211639804210187,0.40318297789069335
0.2900000000000001,0.3376222483506751,0.3264442508388832,0.4085853414977973
0.3000000000000001,0.3427442147923382,0.33154321932318254,0.4139068418168129
0.3100000000000001,0.3476372306956851,0.3363852183416561,0.4188566379297182
0.3200000000000001,0.35230286391571086,0.3409664632925046,0.4234292604159928
0.3300000000000001,0.35673957798415146,0.34527755646621827,0.4276026772848234
0.34000000000000014,0.36095971151567213,0.3494443634804371,0.43172506668558974
0.35000000000000014,0.36493538546147275,0.3533058318125411,0.435381191663695
0.36000000000000015,0.36864825418241753,0.3568162595488657,0.4384139105834568
0.37000000000000016,0.3720923599365315,0.3602136058908606,0.44141166558725653
0.38000000000000017,0.37518977485952487,0.3631110373576003,0.4402108865955302
0.3900000000000002,0.37782026695392296,0.36500770348737455,0.437231937726801
0.4000000000000002,0.37964028168424796,0.3668663197341599,0.43430697423095693
0.4100000000000002,0.3773708785474366,0.3643022358718146,0.4308137657418122
0.4200000000000002,0.3745772590608899,0.36117047092644256,0.42693779610246146
0.4300000000000002,0.37146613247826904,0.3576751337621597,0.4227607690338476
0.4400000000000002,0.36814235401793655,0.35429248918869344,0.41864426799735627
0.45000000000000023,0.36462776842400124,0.35059936956658955,0.41426574825182505
