time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,dot_phi,dot_theta,dot_psi
0.01,1.5437887907028198,1.4840654134750366,1.9258379936218262,-0.0205999656152675,0.022781066758645732,-0.14522776668696236,0.010905130308386732,-0.004574097185802396,-0.00113123072933014,-0.006088900845497847,-0.0014156738761812444,0.003025298472493887,-0.00610266751391768,-0.0014485803198960908,0.0030097122701921186
0.02,1.5438194274902344,1.483027696609497,1.9252326488494873,-0.020799583389006827,0.02368055811445894,-0.14576736873448526,0.010465441269477484,-0.004643519821726414,-0.0010344907087190183,-0.015667462721467018,-0.000827512005344033,0.0020776065066456795,-0.0156770694557568,-0.0008492093609160086,0.0020688549166438196
0.03,1.5438194274902344,1.483027696609497,1.9252326488494873,-0.020799583389006827,0.02368055811445894,-0.14576736873448526,0.010465441269477484,-0.004643519821726414,-0.0010344907087190183,-0.015667462721467018,-0.000827512005344033,0.0020776065066456795,-0.0156770694557568,-0.0008492093609160086,0.0020688549166438196
0.04,1.5438194274902344,1.483027696609497,1.9252326488494873,-0.020799583389006827,0.02368055811445894,-0.14576736873448526,0.010465441269477484,-0.004643519821726414,-0.0010344907087190183,-0.015667462721467018,-0.000827512005344033,0.0020776065066456795,-0.0156770694557568,-0.0008492093609160086,0.0020688549166438196
0.05,1.5438194274902344,1.483027696609497,1.9252326488494873,-0.020799583389006827,0.02368055811445894,-0.14576736873448526,0.010465441269477484,-0.004643519821726414,-0.0010344907087190183,-0.015667462721467018,-0.000827512005344033,0.0020776065066456795,-0.0156770694557568,-0.0008492093609160086,0.0020688549166438196
0.060000000000000005,1.543738603591919,1.4820510149002075,1.9237921237945557,-0.020270370264737044,0.028575691523566045,-0.1308526147111289,0.009958261643128635,-0.004624084811004942,-0.0009136847523922915,-0.05821175500750542,0.010363757610321045,0.004978808108717202,-0.0582352536852504,0.010313664288954635,0.00508181887826723
0.07,1.543738603591919,1.4820510149002075,1.9237921237945557,-0.020270370264737044,0.028575691523566045,-0.1308526147111289,0.009958261643128635,-0.004624084811004942,-0.0009136847523922915,-0.05821175500750542,0.010363757610321045,0.004978808108717202,-0.0582352536852504,0.010313664288954635,0.00508181887826723
0.08,1.543738603591919,1.4820510149002075,1.9237921237945557,-0.020270370264737044,0.028575691523566045,-0.1308526147111289,0.009958261643128635,-0.004624084811004942,-0.0009136847523922915,-0.05821175500750542,0.010363757610321045,0.004978808108717202,-0.0582352536852504,0.010313664288954635,0.00508181887826723
0.09,1.543658971786499,1.4819425344467163,1.9242637157440186,-0.016021428373647315,0.054102508362363945,-0.019177084169969476,0.00014457857696765708,-0.0024247284293392817,-0.0005754801703350748,-0.7212806940078735,0.16143333911895752,0.021193085238337496,-0.7213321381771204,0.1614302733656452,0.021216487188302387
0.09999999999999999,1.543658971786499,1.4819425344467163,1.9242637157440186,-0.016021428373647315,0.054102508362363945,-0.019177084169969476,0.00014457857696765708,-0.0024247284293392817,-0.0005754801703350748,-0.7212806940078735,0.16143333911895752,0.021193085238337496,-0.7213321381771204,0.1614302733656452,0.021216487188302387
0.10999999999999999,1.543658971786499,1.4819425344467163,1.9242637157440186,-0.016021428373647315,0.054102508362363945,-0.019177084169969476,0.00014457857696765708,-0.0024247284293392817,-0.0005754801703350748,-0.7212806940078735,0.16143333911895752,0.021193085238337496,-0.7213321381771204,0.1614302733656452,0.021216487188302387
0.11999999999999998,1.543662428855896,1.4830808639526367,1.9299057722091675,-0.011988055616889232,0.0869884611599555,0.21638715743268844,0.00014457857696765708,-0.0024247284293392817,-0.0005754801703350748,-2.113147258758545,0.3681294918060303,0.050859730690717656,-2.1132707090869722,0.36812213473106875,0.050913103463871595
0.12999999999999998,1.543662428855896,1.4830808639526367,1.9299057722091675,-0.011988055616889232,0.0869884611599555,0.21638715743268844,-0.054281714317507744,0.008190996296559689,0.0006490527903777172,-2.113147258758545,0.3681294918060303,0.050859730690717656,-2.112894872695608,0.3703466751675929,0.030812965360909696
0.13999999999999999,1.543662428855896,1.4830808639526367,1.9299057722091675,-0.011988055616889232,0.0869884611599555,0.21638715743268844,-0.054281714317507744,0.008190996296559689,0.0006490527903777172,-2.113147258758545,0.3681294918060303,0.050859730690717656,-2.112894872695608,0.3703466751675929,0.030812965360909696
0.15,1.543662428855896,1.4830808639526367,1.9299057722091675,-0.011988055616889232,0.0869884611599555,0.21638715743268844,-0.054281714317507744,0.008190996296559689,0.0006490527903777172,-2.113147258758545,0.3681294918060303,0.050859730690717656,-2.112894872695608,0.3703466751675929,0.030812965360909696
0.16,1.5437829494476318,1.4859509468078613,1.9426052570343018,-0.011739956031518811,0.09282719838650301,0.4617347677861686,-0.14314777030289877,0.01960383363786843,0.0019495588866339916,-2.0072288513183594,0.17486359179019928,0.06004415825009344,-2.00655274446595,0.18164092228933978,0.03449071098260533
0.17,1.5437829494476318,1.4859509468078613,1.9426052570343018,-0.011739956031518811,0.09282719838650301,0.4617347677861686,-0.14314777030289877,0.01960383363786843,0.0019495588866339916,-2.0072288513183594,0.17486359179019928,0.06004415825009344,-2.00655274446595,0.18164092228933978,0.03449071098260533
0.18000000000000002,1.5437829494476318,1.4859509468078613,1.9426052570343018,-0.011739956031518811,0.09282719838650301,0.4617347677861686,-0.14314777030289877,0.01960383363786843,0.0019495588866339916,-2.0072288513183594,0.17486359179019928,0.06004415825009344,-2.00655274446595,0.18164092228933978,0.03449071098260533
